grafo,versao_algoritmo,rodada,tempo_execucao,qtde_nos_ant,qtde_nos_dps,grau_max_ant,grau_max_dps,r_ant,r_dps
pl_grg_04000_0.al,2,1,4.001140594482422,3968,2531,45,40,32237,32237
pl_grg_04000_0.al,2,2,3.0002593994140625,3968,2531,45,40,32237,32237
pl_grg_04000_0.al,2,3,4.00090217590332,3968,2531,45,40,32237,32237
pl_grg_04000_0.al,2,4,3.000497817993164,3968,2531,45,40,32237,32237
pl_grg_04000_1.al,2,0,3.000974655151367,3968,2594,39,37,32237,32237
pl_grg_04000_1.al,2,1,3.0002593994140625,3968,2594,39,37,32237,32237
pl_grg_04000_1.al,2,2,3.000497817993164,3968,2594,39,37,32237,32237
pl_grg_04000_1.al,2,3,3.000497817993164,3968,2594,39,37,32237,32237
pl_grg_04000_1.al,2,4,3.000974655151367,3968,2594,39,37,32237,32237
pl_grg_04000_2.al,2,0,3.0007362365722656,3968,2492,40,38,32237,32237
pl_grg_04000_2.al,2,1,3.0007362365722656,3968,2492,40,38,32237,32237
pl_grg_04000_2.al,2,2,3.0007362365722656,3968,2492,40,38,32237,32237
pl_grg_04000_2.al,2,3,3.0007362365722656,3968,2492,40,38,32237,32237
pl_grg_04000_2.al,2,4,4.001140594482422,3968,2492,40,38,32237,32237
pl_grg_04000_3.al,2,0,3.0002593994140625,3968,2604,43,39,32237,32237
pl_grg_04000_3.al,2,1,3.000974655151367,3968,2604,43,39,32237,32237
pl_grg_04000_3.al,2,2,3.0007362365722656,3968,2604,43,39,32237,32237
pl_grg_04000_3.al,2,3,3.000497817993164,3968,2604,43,39,32237,32237
pl_grg_04000_3.al,2,4,4.001140594482422,3968,2604,43,39,32237,32237
pl_grg_04000_4.al,2,0,3.0007362365722656,3968,2574,44,38,32237,32237
pl_grg_04000_4.al,2,1,3.0002593994140625,3968,2574,44,38,32237,32237
pl_grg_04000_4.al,2,2,3.000497817993164,3968,2574,44,38,32237,32237
pl_grg_04000_4.al,2,3,3.000497817993164,3968,2574,44,38,32237,32237
pl_grg_04000_4.al,2,4,3.0007362365722656,3968,2574,44,38,32237,32237
pl_grg_08000_0.al,2,0,7.001638412475586,7955,5084,50,50,32237,32237
pl_grg_08000_0.al,2,1,7.001638412475586,7955,5084,50,50,32237,32237
pl_grg_08000_0.al,2,2,6.001472473144531,7955,5084,50,50,32237,32237
pl_grg_08000_0.al,2,3,7.001638412475586,7955,5084,50,50,32237,32237
pl_grg_08000_0.al,2,4,6.00123405456543,7955,5084,50,50,32237,32237
pl_grg_08000_1.al,2,0,7.0018768310546875,7955,5095,53,47,32237,32237
pl_grg_08000_1.al,2,1,6.00123405456543,7955,5095,53,47,32237,32237
pl_grg_08000_1.al,2,2,6.001472473144531,7955,5095,53,47,32237,32237
pl_grg_08000_1.al,2,3,6.001472473144531,7955,5095,53,47,32237,32237
pl_grg_08000_1.al,2,4,6.001472473144531,7955,5095,53,47,32237,32237
pl_grg_08000_2.al,2,0,6.000995635986328,7955,5195,63,57,32237,32237
pl_grg_08000_2.al,2,1,6.000995635986328,7955,5195,63,57,32237,32237
pl_grg_08000_2.al,2,2,6.001472473144531,7955,5195,63,57,32237,32237
pl_grg_08000_2.al,2,3,6.00123405456543,7955,5195,63,57,32237,32237
pl_grg_08000_2.al,2,4,6.001710891723633,7955,5195,63,57,32237,32237
pl_grg_08000_3.al,2,0,6.182193756103516,7955,5147,71,65,36842,36842
pl_grg_08000_3.al,2,1,6.001472473144531,7955,5147,71,65,36842,36842
pl_grg_08000_3.al,2,2,7.0018768310546875,7955,5147,71,65,36842,36842
pl_grg_08000_3.al,2,3,7.001399993896484,7955,5147,71,65,36842,36842
pl_grg_08000_3.al,2,4,7.000446319580078,7955,5147,71,65,36842,36842
pl_grg_08000_4.al,2,0,6.001472473144531,7955,5137,57,51,32237,32237
pl_grg_08000_4.al,2,1,7.000446319580078,7955,5137,57,51,32237,32237
pl_grg_08000_4.al,2,2,8.002281188964844,7955,5137,57,51,32237,32237
pl_grg_08000_4.al,2,3,6.000995635986328,7955,5137,57,51,32237,32237
pl_grg_08000_4.al,2,4,6.001472473144531,7955,5137,57,51,32237,32237
pl_grg_16000_0.al,2,0,13.003349304199219,15943,10425,80,74,36842,36842
pl_grg_16000_0.al,2,1,13.002872467041016,15943,10425,80,74,36842,36842
pl_grg_16000_0.al,2,2,14.003276824951172,15943,10425,80,74,36842,36842
pl_grg_16000_0.al,2,3,15.00391960144043,15943,10425,80,74,36842,36842
pl_grg_16000_0.al,2,4,14.003276824951172,15943,10425,80,74,36842,36842
pl_grg_16000_1.al,2,0,20.0045108795166,15943,10321,70,65,36842,36842
pl_grg_16000_1.al,2,1,18.00394058227539,15943,10321,70,65,36842,36842
pl_grg_16000_1.al,2,2,17.003774642944336,15943,10321,70,65,36842,36842
pl_grg_16000_1.al,2,3,17.003536224365234,15943,10321,70,65,36842,36842
pl_grg_16000_1.al,2,4,17.00305938720703,15943,10321,70,65,36842,36842
pl_grg_16000_2.al,2,0,16.00337028503418,15943,10292,82,74,36842,36842
pl_grg_16000_2.al,2,1,22.005796432495117,15943,10292,82,74,36842,36842
pl_grg_16000_2.al,2,2,15.003204345703125,15943,10292,82,74,36842,36842
pl_grg_16000_2.al,2,3,15.003204345703125,15943,10292,82,74,36842,36842
pl_grg_16000_2.al,2,4,14.002799987792969,15943,10292,82,74,36842,36842
pl_grg_16000_3.al,2,0,17.003536224365234,15943,10270,74,68,36842,36842
pl_grg_16000_3.al,2,1,17.004013061523438,15943,10270,74,68,36842,36842
pl_grg_16000_3.al,2,2,16.507863998413086,15943,10270,74,68,36842,36842
pl_grg_16000_3.al,2,3,14.003276824951172,15943,10270,74,68,36842,36842
pl_grg_16000_3.al,2,4,14.002561569213867,15943,10270,74,68,36842,36842
pl_grg_16000_4.al,2,0,14.003515243530273,15943,10366,82,80,36842,36842
pl_grg_16000_4.al,2,1,14.003515243530273,15943,10366,82,80,36842,36842
pl_grg_16000_4.al,2,2,14.003276824951172,15943,10366,82,80,36842,36842
pl_grg_16000_4.al,2,3,14.002799987792969,15943,10366,82,80,36842,36842
pl_grg_16000_4.al,2,4,14.003753662109375,15943,10366,82,80,36842,36842
pl_grg_32000_0.al,2,0,29.006242752075195,31925,20526,105,99,36842,36842
pl_grg_32000_0.al,2,1,32.007455825805664,31925,20526,105,99,36842,36842
pl_grg_32000_0.al,2,2,36.008596420288086,31925,20526,105,99,36842,36842
pl_grg_32000_0.al,2,3,33.007144927978516,31925,20526,105,99,36842,36842
pl_grg_32000_0.al,2,4,33.00738334655762,31925,20526,105,99,36842,36842
pl_grg_32000_1.al,2,0,32.007455825805664,31925,20689,80,76,36842,36842
pl_grg_32000_1.al,2,1,33.00738334655762,31925,20689,80,76,36842,36842
pl_grg_32000_1.al,2,2,32.00650215148926,31925,20689,80,76,36842,36842
pl_grg_32000_1.al,2,3,37.00852394104004,31925,20689,80,76,36842,36842
pl_grg_32000_1.al,2,4,32.00674057006836,31925,20689,80,76,36842,36842
pl_grg_32000_2.al,2,0,31.007051467895508,31925,20785,88,81,36842,36842
pl_grg_32000_2.al,2,1,29.0071964263916,31925,20785,88,81,36842,36842
pl_grg_32000_2.al,2,2,31.006574630737305,31925,20785,88,81,36842,36842
pl_grg_32000_2.al,2,3,32.00721740722656,31925,20785,88,81,36842,36842
pl_grg_32000_2.al,2,4,31.006574630737305,31925,20785,88,81,36842,36842
pl_grg_32000_3.al,2,0,29.0067195892334,31925,20755,103,100,36842,36842
pl_grg_32000_3.al,2,1,30.00664710998535,31925,20755,103,100,36842,36842
pl_grg_32000_3.al,2,2,31.006574630737305,31925,20755,103,100,36842,36842
pl_grg_32000_3.al,2,3,38.00821304321289,31925,20755,103,100,36842,36842
pl_grg_32000_3.al,2,4,33.00738334655762,31925,20755,103,100,36842,36842
pl_grg_32000_4.al,2,0,31.007051467895508,31925,20538,97,88,36842,36842
pl_grg_32000_4.al,2,1,31.006574630737305,31925,20538,97,88,36842,36842
pl_grg_32000_4.al,2,2,34.00754928588867,31925,20538,97,88,36842,36842
pl_grg_32000_4.al,2,3,31.007051467895508,31925,20538,97,88,36842,36842
pl_grg_32000_4.al,2,4,33.00738334655762,31925,20538,97,88,36842,36842
